name,color,age,sex,country,grumpy,fearful_of_people,playful,friendly_to_people,clumsy,greedy,owner_phone,missing_date
Marlon,tabby,3,Female,Germany,1,5,7,6,2,2,651-2142209,08/02/2020
Llewellyn,striped,8,Male,UK,2,5,5,3,3,6,651-6919703,01/31/2018
Jumper,orange,8,Female,Australia,2,2,3,7,1,4,651-8615116,07/27/2016
Juliet,brown,9,Male,Spain,1,1,7,7,1,7,651-2439773,09/10/2020
Pawssanova,grey and brown,7,Female,France,1,2,5,7,1,4,651-8014977,07/17/2016
Spaz,white,13,Male,USA,1,3,5,2,1,5,651-3674613,10/08/2015
Chowder,white,18,Female,Canada,2,5,2,2,1,4,651-8902585,10/17/2014
Monty,grey,9,Male,China,1,1,7,7,4,7,651-7975520,12/21/2013
Raisin,striped,2,Male,Canada,1,1,7,7,1,6,651-8419151,07/05/2019
Claypool,striped,6,Male,Thailand,1,7,6,1,1,1,651-3223003,07/21/2015
Fleas Witherspoon,orange,6,Male,Australia,1,1,5,6,1,5,651-1751325,04/21/2016
Dijon,orange,2,Female,France,1,5,5,5,1,4,651-6399063,08/25/2020
Emma,orange,2,Male,France,3,3,3,5,2,4,651-3145806,09/16/2020
Sting,orange,10,Female,Spain,2,2,5,5,2,6,651-3674400,06/09/2019
Little girl,brown,15,Male,Canada,1,1,7,6,2,4,651-4662302,07/12/2006
Tabbytha,butterscotch,6,Male,Australia,1,1,6,5,1,2,651-8493527,04/15/2020
Kosta & Lot,grey,6,Male,China,2,4,1,6,1,4,651-6116816,11/26/2017
Taco,orange,20,Male,Spain,2,4,6,4,2,1,651-8589222,06/27/2016
Beebop,white,18,Female,Peru,5,4,6,4,7,2,651-4280135,07/29/2007
Highway,white,10,Female,Thailand,4,6,2,3,1,2,651-6854040,01/31/2016
Clotilda,white,19,Female,France,2,3,4,4,2,2,651-4432227,11/04/2005
Elvis,tabby,13,Male,Peru,5,6,4,5,2,5,651-6347529,06/09/2018
Ulric,tabby,15,Male,New Zealand,3,3,3,5,5,4,651-5882193,05/16/2020
Tatters,orange,17,Female,New Zealand,1,4,5,6,2,1,651-6818394,01/04/2018
Frodo,grey,4,Male,Peru,3,2,6,7,2,5,651-3912239,04/29/2019
Bookbag,butterscotch,16,Female,New Zealand,2,6,6,7,2,4,651-2391616,09/04/2006
Augustus,butterscotch,7,Female,China,1,2,7,2,1,1,651-5697435,05/23/2018
Mittens,grey and black,15,Female,Germany,5,6,6,6,1,7,651-3785680,04/30/2007
Quincy,brown,18,Male,China,5,1,4,6,1,2,651-3508231,11/07/2017
Sarah,butterscotch,1,Male,Germany,2,5,6,4,6,4,651-6269271,11/01/2020
Lara,tabby,7,Female,Canada,1,1,6,7,3,3,651-7750041,09/03/2015
Elvis,white,15,Male,Spain,5,4,6,2,1,5,651-2795932,04/23/2008
Pumpkin,peaches and cream,4,Female,Australia,1,1,7,7,3,5,651-5627147,11/22/2019
Muesli,striped,2,Male,Thailand,1,1,7,7,1,1,651-2976460,01/19/2021
Mr. Pickles,tabby,13,Male,China,1,1,5,7,3,5,651-2858068,05/09/2012
Porridge,white,11,Male,Australia,2,6,6,3,1,4,651-8093178,10/16/2013
Cruiser,black,8,Female,Thailand,1,5,5,5,1,1,651-2578485,10/04/2020
Casanova,grey and brown,14,Male,Germany,1,5,6,3,1,1,651-2434033,11/11/2014
Lolly,grey,4,Female,Canada,3,5,4,6,1,6,651-2878841,12/05/2019
Misty BLu,brown,4,Female,France,3,2,6,6,2,1,651-2992981,06/05/2018
Pistol,white,9,Male,Spain,6,2,4,4,1,7,651-6602785,01/02/2013
Jack,peaches and cream,11,Male,Thailand,1,2,6,5,1,1,651-2975456,07/19/2019
Bob Meowerly,tabby,9,Male,Thailand,1,2,6,5,1,1,651-6351352,06/09/2017
Scratches,butterscotch,16,Male,New Zealand,7,2,3,5,2,7,651-4618626,10/05/2007
Nick,peaches and cream,10,Female,Australia,7,6,4,1,1,1,651-5881708,12/17/2015
Snuggles,grey and brown,16,Female,Peru,4,4,7,7,1,4,651-3321540,09/21/2012
Durand,striped,2,Male,Australia,4,5,5,5,1,5,651-7999014,12/05/2019
Anastasia,grey and black,18,Female,UK,2,7,1,2,5,1,651-3202975,05/14/2008
Wuffy,peaches and cream,2,Female,Spain,2,5,6,5,3,2,651-7464437,10/06/2019
Puddles,grey,20,Male,France,7,4,1,4,3,5,651-6475526,11/04/2019
Hipparcus,grey,5,Female,USA,1,1,5,7,3,5,651-2302738,05/05/2016
Tabitha,salt and pepper,16,Male,New Zealand,7,5,3,4,2,2,651-6356549,02/27/2007
Hershey,salt and pepper,15,Male,USA,6,2,2,5,2,6,651-2576833,05/14/2020
Alvin,grey and black,5,Female,Thailand,6,3,1,6,4,5,651-8495719,07/06/2017
Noodle,black,18,Female,Australia,1,1,7,7,1,1,651-5130595,10/01/2010
Aristotle,salt and pepper,8,Male,China,1,4,7,5,1,3,651-1905220,06/03/2019
Elle Mcphupup,tabby,8,Female,Thailand,6,6,5,1,1,2,651-6208650,12/18/2014
Adah,grey and brown,5,Female,France,1,1,5,7,2,2,651-3100855,08/09/2017
Diamond,grey,15,Female,Australia,1,2,6,7,5,5,651-2101308,03/26/2012
Bridget,peaches and cream,7,Female,Thailand,2,1,3,6,1,2,651-2992927,07/08/2018
Fishbone,butterscotch,4,Female,Thailand,5,7,1,1,2,2,651-7362046,03/17/2020
Goober,grey and black,2,Male,France,2,1,6,6,1,4,651-4016052,12/29/2019
Deanie Dumpling,peaches and cream,18,Female,Australia,1,1,4,7,1,1,651-8515910,05/09/2020
Ragamuffin,white,6,Male,China,2,2,6,6,1,6,651-6649279,04/28/2017
Purrgus McKitty,striped,4,Male,Peru,2,3,3,3,3,4,651-4316836,11/21/2017
Gremlin,white,17,Female,Spain,1,3,7,5,1,7,651-4741290,10/07/2006
Fenicia,white,8,Male,New Zealand,1,4,5,7,1,2,651-3962208,12/11/2013
Mosag,salt and pepper,5,Female,Canada,7,1,7,7,1,1,651-5646738,11/06/2019
Dionne,striped,6,Female,USA,5,6,2,6,1,4,651-6920649,08/27/2017
Moonshine,brown,9,Female,Canada,2,6,6,2,2,7,651-5912029,08/20/2016
Pistol,tabby,8,Male,Peru,1,4,5,5,1,5,651-2397307,12/13/2018
Absolut,orange,17,Female,UK,4,4,2,5,2,1,651-2966166,09/26/2013
Madonna,grey,3,Male,China,5,2,6,5,4,5,651-3221061,09/18/2018
Perceval,grey and black,20,Male,Germany,3,3,5,5,2,4,651-8956780,08/26/2008
Caboodle,grey and black,14,Female,China,1,2,6,6,1,2,651-4394906,05/21/2015
Agatha,peaches and cream,11,Male,Spain,1,1,7,7,1,5,651-7842089,12/04/2010
Porkchop,grey and brown,9,Male,Canada,3,1,6,7,1,3,651-3511218,01/18/2017
Sophie,orange,14,Male,Canada,7,1,4,5,6,7,651-2694372,06/12/2018
Cosmic,grey and black,3,Female,Australia,1,1,5,7,6,3,651-8162472,02/22/2021
Tegar,grey and brown,15,Male,USA,1,1,7,7,4,2,651-5765321,05/27/2013
Grendel,brown,19,Female,Spain,3,2,7,7,5,3,651-7386446,01/27/2015
Avril,orange,19,Female,New Zealand,3,2,5,6,1,2,651-1975266,12/11/2006
Ludwid,white,8,Female,China,1,2,6,6,1,1,651-8183894,02/29/2016
Mariah,tabby,15,Male,Thailand,1,1,7,7,2,2,651-7270400,03/29/2020
Ike,striped,4,Female,China,6,2,5,6,1,2,651-2628971,10/25/2019
Pawndemonium,tabby,17,Male,Spain,6,5,2,4,2,4,651-1960179,07/25/2012
Delilah,grey,15,Male,USA,1,1,4,7,1,1,651-5367752,10/30/2008
Daniel,orange,14,Male,France,1,7,4,2,2,6,651-3097313,04/05/2016
Kepler,brown,8,Female,France,5,7,3,2,1,2,651-8540912,06/26/2015
Death Breath,grey and brown,7,Female,New Zealand,2,4,4,3,1,2,651-5800171,01/03/2021
Collins,brown,16,Male,Australia,1,2,6,5,1,1,651-6300981,11/20/2006
Mopsy,white,5,Female,France,1,7,6,7,1,1,651-1572783,08/06/2016
Bete Noir,grey,6,Female,Canada,1,1,4,6,1,1,651-5938547,11/07/2017
Bulldozer,grey,15,Female,Germany,7,7,7,1,6,2,651-5240482,03/05/2013
Hamlet,peaches and cream,13,Male,USA,3,2,2,2,5,7,651-4984085,01/07/2017
Hopie,grey and brown,7,Female,France,1,4,7,1,1,1,651-6893171,09/01/2019
Sponge,grey and black,5,Female,Canada,5,6,6,4,1,4,651-5966351,04/27/2017
Pandu,brown,4,Male,USA,1,1,6,7,5,3,651-4906838,11/23/2017
Pixel,black,17,Female,UK,2,6,4,2,2,4,651-5607201,11/08/2015
Evan,peaches and cream,7,Male,France,2,4,2,2,4,2,651-1913403,01/26/2017
Baldy,striped,11,Male,Peru,4,4,3,2,1,1,651-7580130,02/28/2012
Casey,brown,17,Female,New Zealand,4,2,5,5,1,2,651-8742088,06/05/2012
Clawed D'pussy,tabby,7,Female,Canada,1,3,6,3,1,2,651-4746497,06/05/2016
Dumas,black,21,Male,New Zealand,1,1,5,6,1,2,651-2801919,02/05/2020
Crystal,white,6,Female,Germany,2,1,6,6,1,2,651-7717728,04/12/2018
Jason,butterscotch,13,Male,Canada,6,1,5,6,1,1,651-7554200,02/17/2021
Migraine,grey,21,Female,France,4,2,6,5,2,3,651-6519975,12/04/2000
Flyin-Flynn,orange,18,Male,Thailand,4,4,7,2,1,5,651-4184723,09/22/2008
Dabney,tabby,8,Female,USA,4,3,4,5,2,2,651-3923920,12/21/2020
Cabernet,brown,7,Female,Australia,2,2,6,6,3,2,651-2929864,01/31/2021
Romeo,butterscotch,2,Male,New Zealand,1,7,5,5,1,7,651-7554511,12/08/2020
Harper,white,13,Male,UK,1,1,5,7,2,5,651-7982558,04/29/2008
Munky,orange,4,Male,UK,2,1,7,6,3,3,651-2657130,03/31/2021
Ballofur,tabby,7,Male,USA,1,1,7,7,3,4,651-8337015,01/27/2016
Boots,brown,19,Female,Australia,2,7,5,2,1,2,651-3596837,07/12/2018
Artemis,salt and pepper,2,Male,Germany,1,4,1,7,2,7,651-6519483,06/08/2020
Handel,grey and brown,15,Male,USA,2,2,6,5,3,6,651-7203617,04/29/2017
Lennon,peaches and cream,3,Male,Thailand,7,7,7,7,1,1,651-7459425,12/23/2018
Alce,butterscotch,10,Male,UK,6,6,2,2,7,1,651-5921637,06/20/2015
Tuckleberry,white,14,Female,Australia,3,5,6,5,5,6,651-3245897,12/30/2016
Gertrude,tabby,11,Male,Canada,1,1,6,6,1,2,651-7362732,04/08/2011
Cinnamon,butterscotch,7,Male,Australia,6,1,6,6,5,2,651-2083655,11/19/2018
Cloud,peaches and cream,14,Female,Canada,1,1,7,7,7,5,651-6721553,06/11/2007
Megabucks,striped,5,,UK,2,2,6,7,4,1,651-5446750,10/14/2016
Amistad,grey and black,13,Female,Peru,1,1,6,6,1,2,651-7800696,01/10/2017
Kipper,grey and black,6,Male,Germany,2,1,6,7,1,4,651-7051487,01/11/2019
Latte,salt and pepper,2,Female,France,2,5,5,5,5,3,651-4237240,06/07/2019
Indy,white,8,Male,Peru,1,1,5,7,1,1,651-1858166,08/03/2014
Cerin,grey and brown,9,Male,France,1,2,6,7,1,5,651-6936892,04/19/2014
Oso,grey and black,15,Unsure,Thailand,7,7,5,5,3,5,651-8477072,01/30/2009
Tristan,white,20,Female,France,1,2,3,7,2,3,651-4270562,09/11/2016
Reagan,grey and black,8,Male,France,2,4,4,7,1,3,651-7856189,09/26/2014
Ebenezer,tabby,3,Female,Spain,1,4,6,5,1,1,651-3914168,05/20/2020
Albertyne,salt and pepper,17,Male,New Zealand,2,6,6,6,1,5,651-6414826,05/22/2004
Scarlett O'Hairy,grey,4,Female,China,5,3,4,4,1,1,651-6740902,06/14/2018
Sweetie,white,20,Male,Peru,3,5,3,1,1,2,651-2058526,05/16/2007
Tweedledum,butterscotch,6,Male,Germany,4,1,7,7,2,5,651-4975353,08/02/2019
Breton,black,16,Male,Canada,1,4,4,7,1,4,651-8039048,12/15/2013
Columbia,salt and pepper,4,Female,Germany,1,1,7,7,1,7,651-6197430,09/09/2017
Irish,brown,9,Male,UK,1,3,7,7,1,6,651-3172977,06/13/2020
Esmeralda,grey and brown,1,Male,USA,1,5,2,6,2,5,651-6032679,11/05/2020
Alvis,butterscotch,1,Female,New Zealand,2,3,6,5,4,4,651-6507227,10/29/2020
Monet,white,12,Female,Thailand,1,5,6,6,4,4,651-6394070,04/14/2015
Chloe,orange,7,Male,Peru,7,7,4,5,1,4,651-2141457,12/21/2017
Cinnamon,orange,2,Male,Canada,4,2,7,6,1,3,651-5443486,05/04/2020
Veronicat,tabby,9,Male,UK,2,1,6,6,1,6,651-6956318,04/12/2015
Mokey Bob,striped,5,Male,Thailand,3,4,3,4,1,5,651-2615346,09/20/2020
Haidee,orange,5,Female,Thailand,2,5,4,5,1,3,651-4385889,10/07/2020
MacGregor,salt and pepper,17,Female,France,1,2,5,6,1,2,651-1718991,08/21/2011
Buggie,grey and brown,6,Female,France,7,4,6,5,2,7,651-2607850,04/24/2018
Clawdia,orange,8,Female,France,6,6,5,2,5,3,651-1948876,01/05/2018
Tolkien,white,1,Male,Germany,4,6,6,2,1,3,651-5739925,06/30/2020
Flex,white,14,Female,Canada,1,4,7,7,1,1,651-5741883,09/19/2020
Delilah,black,5,Female,UK,1,1,7,5,1,1,651-7357561,04/18/2020
Cosmic,butterscotch,6,Female,UK,5,7,4,5,2,2,651-2310131,03/25/2020
Jennifer,grey and black,9,Male,Australia,6,1,5,6,1,5,651-3811652,11/26/2016
Doodle,black,9,Male,Spain,1,1,6,5,1,2,651-3936524,12/29/2017
Mancha,black,6,Female,USA,1,4,4,4,2,1,651-6688256,10/25/2018
Nutkin,white,6,Female,France,1,2,5,6,1,1,651-8638849,12/18/2018
Barbie,salt and pepper,12,Male,Peru,3,5,5,3,6,6,651-5118001,08/05/2010
Micestro,striped,8,Male,New Zealand,2,4,6,5,1,5,651-4851902,03/20/2018
Your Majesty,peaches and cream,2,Male,Germany,3,3,6,6,4,3,651-5753982,03/17/2021
Rasputin,salt and pepper,11,Female,Thailand,3,5,5,5,3,6,651-8583783,01/12/2013
Sparkplug,grey and brown,6,Female,UK,7,5,4,3,4,1,651-1773278,10/24/2015
Bayou,tabby,3,Male,Canada,1,1,5,7,1,1,651-3106519,01/29/2021
Incitatus,salt and pepper,5,Female,Thailand,5,5,3,2,1,2,651-5086050,07/13/2019
Ali Macclaw,butterscotch,18,Female,Spain,5,3,3,6,2,5,651-5842346,07/18/2016
Napoleon,white,15,Female,France,5,5,4,4,2,3,651-7169044,06/15/2013
Aloysius,white,16,Male,Canada,3,5,4,5,4,3,651-2423175,01/05/2020
Charlie,grey and brown,3,Male,Germany,2,6,5,2,2,1,651-4612003,04/01/2020
Scarlet,grey and brown,5,Male,UK,1,1,7,7,1,1,651-3596967,11/27/2019
Tabasco,tabby,3,Male,Germany,2,5,7,6,1,1,651-4659515,03/18/2019
Horace,butterscotch,7,Female,Australia,4,4,5,4,1,3,651-2308139,04/25/2020
Dash,butterscotch,17,Male,New Zealand,4,5,6,6,4,4,651-4312997,01/24/2021
Daisy,tabby,20,Female,New Zealand,1,1,3,7,1,4,651-5345774,09/20/2004
Hipparcus,butterscotch,17,Male,Thailand,1,1,7,7,7,1,651-8790830,05/16/2008
Glory,butterscotch,18,Female,Spain,2,5,6,6,7,4,651-7467445,06/13/2013
Munchkin,white,12,Female,Germany,6,4,7,5,1,3,651-6261393,05/24/2015
Cancun,striped,7,Female,UK,3,5,4,4,1,5,651-6483591,05/07/2015
Ptolemaeus,grey,13,Male,Thailand,3,4,5,4,5,1,651-2517672,01/03/2010
Frank,salt and pepper,16,Male,Canada,1,5,3,2,1,1,651-2559710,11/03/2012
Puddles,tabby,11,Male,USA,5,2,4,6,5,2,651-5350505,07/13/2017
Joey,grey and black,13,Male,Spain,7,1,7,7,2,7,651-4224992,08/22/2015
Gin,grey and black,18,Male,Thailand,2,4,7,5,1,4,651-9008058,04/21/2020
Dana,peaches and cream,13,Female,Peru,3,2,5,7,6,7,651-5553176,01/30/2014
Joan,butterscotch,4,Female,New Zealand,3,5,7,6,5,3,651-6386551,08/16/2017
Jumbo,grey and black,15,Female,China,4,3,6,5,2,3,651-8168527,10/02/2006
Elaine,grey and brown,4,Female,Australia,2,3,2,5,1,2,651-3985725,01/11/2021
Aloha,butterscotch,6,Male,UK,1,4,1,4,1,1,651-6325522,07/28/2015
Sniff,orange,5,Male,France,2,5,6,6,7,5,651-2745585,01/31/2018
Catapult,tabby,17,Female,Australia,5,5,5,3,3,5,651-3369784,01/06/2007
Jaspurr,grey and brown,8,Female,Thailand,4,2,6,6,1,4,651-8345127,03/11/2015
Jesse,butterscotch,3,Male,Canada,1,3,5,4,1,2,651-2852495,06/06/2018
Genevere,striped,1,Male,Thailand,5,2,5,6,2,4,651-8937585,09/07/2020
Janet,white,20,Male,Peru,2,1,1,7,5,7,651-5268262,06/25/2008
Harmony,striped,1,Female,UK,1,7,7,4,4,7,651-4700420,03/31/2021
Ziggles,peaches and cream,6,Male,Germany,1,6,4,5,1,4,651-5311476,03/21/2018
Mittens,grey and brown,18,Male,France,2,6,5,6,2,3,651-4505306,01/30/2007
Flip,brown,4,Unsure,USA,3,1,6,6,2,4,651-4504637,11/11/2019
Oscar the Grouch,peaches and cream,3,Female,USA,1,1,3,7,1,1,651-7299996,12/18/2020
Paddy,grey and brown,19,Female,France,1,4,6,5,1,2,651-1892536,01/26/2019
Whitney,brown,2,Male,Germany,6,2,5,5,1,4,651-7475257,04/18/2020
Fishbone,grey and brown,16,Male,Australia,1,4,2,6,1,3,651-5093110,11/27/2018
Scoop,brown,3,Male,Germany,4,5,7,3,1,3,651-3177038,03/24/2019
Lavinia,white,10,Female,UK,1,6,5,2,1,1,651-5125467,06/01/2013
Gabriel,grey,6,Female,France,5,1,6,7,1,5,651-2536806,04/17/2016
Halley Purry,salt and pepper,19,Male,China,5,3,5,6,5,3,651-1877439,07/14/2017
Amistad,white,7,Female,Peru,6,6,5,1,5,1,651-8938486,11/07/2018
Bootsie,black,12,Female,UK,1,2,7,7,1,5,651-3210573,05/15/2020
Chops,grey,3,Female,Australia,3,3,6,5,5,4,651-2722342,07/25/2019
Panic,peaches and cream,13,Male,UK,2,1,3,7,1,2,651-2434109,09/14/2009
Quidditch,black,3,Female,Thailand,5,5,2,5,5,3,651-6963901,04/21/2018
PK,salt and pepper,10,Male,New Zealand,1,7,1,6,1,1,651-2400637,11/17/2019
Bangkok,grey and brown,8,Female,New Zealand,6,2,6,5,6,6,651-8385518,04/18/2013
Eartha,orange,7,Female,Peru,2,5,3,3,5,3,651-6307885,06/09/2014
Cressida,grey and brown,4,Female,Canada,5,6,2,2,1,7,651-4324709,04/26/2019
Berkeley,black,2,Female,Peru,7,7,6,5,1,1,651-4354236,07/14/2020
Emily,grey and brown,8,Female,Peru,5,5,6,5,5,7,651-7397359,08/31/2018
Brianna,orange,10,Female,Germany,3,3,3,6,5,5,651-5411851,04/04/2014
Stinkerbell,grey and black,14,Female,France,2,1,3,6,1,6,651-2106285,09/28/2019
Little Kitty,white,4,Male,New Zealand,2,3,5,5,1,5,651-4426971,02/04/2018
Fibb,black,3,Male,New Zealand,3,3,5,3,1,5,651-2059401,10/04/2019
Lara,striped,4,Female,Australia,2,1,7,7,1,1,651-3251606,10/10/2019
Flo,white,1,Male,USA,2,4,5,5,1,2,651-3400845,09/13/2020
Chantilly,grey,7,Male,France,2,2,6,6,2,1,651-1930088,11/19/2015
Edison,butterscotch,14,Male,Spain,2,3,5,7,2,2,651-5211636,02/18/2014
Neneh,grey and black,3,Female,Spain,6,5,7,4,1,7,651-3956974,10/18/2020
Chi,peaches and cream,1,Female,USA,1,1,2,7,4,1,651-2685281,08/07/2020
Doogie Bowser,grey,8,Female,New Zealand,1,5,2,2,3,4,651-3711214,09/13/2016
Beau,white,5,Male,France,1,5,6,7,2,1,651-4436967,02/10/2021
Capp,grey,12,Female,Canada,5,1,5,5,1,3,651-2543186,08/18/2011
Helen,tabby,16,Male,Germany,5,5,5,5,2,6,651-2639274,10/31/2014
Tammy,salt and pepper,6,Female,Thailand,2,2,7,7,1,2,651-4684068,10/24/2018
Hades,brown,6,Female,Spain,1,2,1,1,2,1,651-2210963,05/27/2015
Cat-titude,tabby,5,Female,USA,7,5,6,2,4,7,651-8427095,11/10/2018
Mushka,grey and brown,7,Male,France,1,1,7,7,6,1,651-2871462,03/19/2021
Quidditch,orange,9,Female,USA,2,2,7,7,1,4,651-4586135,06/06/2012
Leprechaun,peaches and cream,11,Female,Thailand,5,2,2,6,2,1,651-2867995,06/09/2010
Bacchis,striped,2,Male,France,1,7,5,1,6,2,651-7268543,06/05/2019
Tatiana,peaches and cream,4,Male,Germany,2,2,7,7,5,5,651-5657163,01/25/2020
China,peaches and cream,6,Female,UK,2,2,6,7,1,3,651-2447335,07/29/2020
Astrid,butterscotch,20,Male,Spain,2,5,7,5,4,4,651-2440244,06/11/2006
Cosmo,orange,5,Male,UK,1,1,7,7,1,1,651-4239574,07/27/2020
Bartholomew,grey and brown,13,Female,China,3,3,4,4,3,4,651-5289416,05/28/2011
Cobwebb,grey and black,17,Male,Australia,2,6,6,5,1,5,651-6473466,05/07/2015
Moe Mojo,striped,5,Female,Australia,6,2,3,7,1,6,651-2571187,07/18/2017
Cat Benatar,peaches and cream,11,Male,France,5,5,2,3,1,2,651-1783913,05/06/2014
Kit-teacup,black,11,Male,Germany,2,2,6,7,1,1,651-3000990,05/17/2011
Buttons,orange,11,Female,Canada,1,6,5,1,1,2,651-2738013,05/11/2016
Fir,orange,20,Female,China,1,1,7,7,5,1,651-3895525,08/08/2010
Gremlin,black,11,Male,Canada,7,1,7,7,4,7,651-6030517,12/05/2014
Bagel,grey,7,Female,Peru,4,3,6,6,2,2,651-5682900,07/16/2020
Lewis,grey and brown,3,Female,USA,2,2,5,5,2,3,651-5873878,09/26/2019
Wheresy,peaches and cream,6,Male,Canada,1,3,6,5,2,5,651-8098938,11/26/2015
Piddle Paddle,grey and black,3,Female,Thailand,6,6,4,3,1,3,651-8620922,11/14/2020
Casanova,white,12,Female,UK,2,4,3,5,2,2,651-2805106,12/14/2016
Foxburg,striped,11,Male,Thailand,1,3,6,5,2,6,651-3853275,08/08/2011
Demon,black,6,Female,USA,1,5,6,3,1,1,651-2581612,10/16/2017
FiFi,brown,7,Female,Thailand,4,2,6,5,1,7,651-3192831,12/19/2020
Melody,grey,4,Male,Spain,1,1,5,7,1,1,651-7426184,07/13/2018
Miss Moochie,grey,7,Male,Australia,1,2,7,7,1,7,651-4469951,10/28/2019
Zenda,grey and black,6,Male,Spain,2,1,5,7,1,4,651-6939497,03/06/2021
Einstein,black,5,Female,UK,5,1,6,7,3,3,651-2657135,12/01/2019
Twiggy,grey and black,14,Male,Canada,3,5,3,3,1,3,651-8315155,04/17/2011
Twinkie,grey and brown,20,Male,Spain,3,2,6,4,1,6,651-8782592,02/12/2009
Nigglet,butterscotch,6,Female,UK,1,1,7,7,1,7,651-6554056,12/28/2020
Lennon,white,18,Male,UK,1,5,6,5,1,1,651-5306975,02/09/2011
Octane,peaches and cream,16,Female,UK,2,6,5,5,4,3,651-8981593,03/17/2011
Roxanne,striped,4,Female,Thailand,5,2,4,5,2,4,651-3892846,07/21/2019
Brenda,salt and pepper,5,Male,USA,6,4,5,3,1,6,651-4356826,01/27/2019
Inky,tabby,7,Female,Peru,5,5,4,5,2,7,651-2826657,06/30/2017
Angostura,grey,13,Female,New Zealand,1,2,6,7,1,5,651-4597198,10/09/2010
Gandalf,grey,15,Male,Peru,5,4,3,5,1,1,651-7644793,09/20/2006
Janis,striped,11,Male,China,2,1,6,7,1,2,651-2093080,06/07/2011
Alfreda,tabby,5,Female,Australia,2,6,4,5,1,1,651-9009771,08/24/2017
George,peaches and cream,11,Male,New Zealand,1,1,6,7,1,6,651-7583550,03/11/2017
Clawed,black,4,Female,Spain,1,2,7,7,2,6,651-5936108,05/23/2020
Salvador,orange,8,Male,Australia,2,4,5,6,1,7,651-3032901,07/01/2014
Toasty,grey and brown,16,Female,New Zealand,2,1,7,7,2,2,651-2162458,06/16/2009
Ottolynn,grey and brown,7,Female,China,1,7,6,1,1,5,651-8095400,09/15/2015
Mab,white,5,Female,UK,2,1,7,7,5,5,651-3558241,10/19/2020
Bootdonnie,peaches and cream,15,Female,Australia,3,4,7,7,4,6,651-5600229,10/01/2017
Purrgus McKitty,salt and pepper,14,Female,New Zealand,1,1,6,7,3,7,651-7095274,01/27/2012
Albertyne,grey and black,3,Male,UK,2,1,7,7,1,1,651-4804528,09/09/2020
Ottolynn,tabby,15,Male,USA,2,5,7,5,1,3,651-8017976,12/16/2020
Boyd,tabby,4,Female,Spain,2,1,7,7,1,6,651-4155648,10/21/2020
Yorrich,grey and black,16,Male,Thailand,1,1,5,5,1,1,651-7519868,11/16/2015
Little Kitty,salt and pepper,9,Male,Germany,2,2,6,7,1,5,651-5295487,02/21/2014
Purrty,white,19,Male,France,5,3,6,6,4,5,651-3290740,06/29/2018
Winnie,striped,4,Female,UK,1,1,6,7,2,1,651-2760969,06/25/2020
Dionne,grey,2,Female,Canada,1,3,3,6,2,5,651-8329127,09/02/2020
Gallagher,white,13,Male,China,6,1,5,7,7,5,651-6438069,05/28/2011
Delilah,peaches and cream,21,Female,USA,1,1,7,6,1,1,651-8143888,09/01/2004
Banjo,grey,7,Female,Germany,2,1,5,6,1,5,651-5437152,12/23/2018
Desdemona,orange,8,Male,Spain,5,5,2,4,1,1,651-2645145,02/24/2021
Cheezit,grey and black,10,Female,Canada,2,4,5,3,1,4,651-1664975,10/28/2017
Tuckleberry,grey and brown,2,Male,UK,2,2,5,6,1,5,651-4419528,11/13/2019
Tapioca,brown,4,Female,Germany,4,1,6,6,4,4,651-4806002,05/03/2017
Pelagia,salt and pepper,18,Female,USA,6,5,5,6,2,3,651-6847204,08/20/2003
Jennifer,striped,2,,New Zealand,2,6,6,5,6,5,651-6129734,05/17/2019
Misty BLu,orange,4,Female,Australia,3,2,2,7,1,5,651-8986841,08/14/2019
Borden,grey,4,Female,Canada,3,6,6,2,1,5,651-4126470,03/02/2018
Mushka,striped,1,Male,UK,1,1,6,7,6,3,651-4409387,09/20/2020
Bliss,black,13,Female,UK,2,3,5,5,3,1,651-6133395,03/28/2015
Brigette,butterscotch,6,Female,New Zealand,2,5,3,3,2,3,651-7499639,12/30/2016
Penelope,orange,12,Male,Canada,6,1,4,6,5,5,651-7807610,08/02/2009
Nipper,tabby,21,Female,France,3,3,4,6,4,2,651-8830698,03/13/2021
Matthew,orange,18,Female,Germany,5,7,5,7,1,5,651-2509121,05/04/2008
Nibble,salt and pepper,7,Female,New Zealand,5,5,5,5,1,2,651-5605401,05/13/2020
Hello Kitty,tabby,16,Female,China,4,5,2,4,2,5,651-3231248,11/02/2010
Capp,peaches and cream,3,Male,Peru,1,1,7,7,4,7,651-7181596,11/02/2020
Mr. Black,salt and pepper,3,Male,Canada,3,3,6,6,1,1,651-7181400,02/16/2019
Pawndemonium,grey and brown,3,Female,USA,1,1,5,7,1,1,651-8939852,07/21/2019
Marbles,striped,4,Female,Thailand,5,7,3,1,2,1,651-8540489,09/23/2020
Shawnee,striped,3,Male,New Zealand,4,1,4,6,3,1,651-1538209,01/04/2020
Puma Thurman,peaches and cream,9,Male,Germany,3,2,6,6,1,4,651-6681109,01/23/2013
Otis,black,6,Male,Spain,3,5,4,3,1,2,651-7828323,12/06/2020
Demon,striped,7,Male,Spain,4,2,6,6,3,5,651-6743209,12/08/2018
Bootsie,peaches and cream,20,Female,UK,1,4,7,4,1,1,651-5357682,04/24/2003
Large,tabby,19,Female,France,4,4,6,5,1,3,651-3872526,01/08/2019
